"Species","Common","IUIS Allergen","Type","Group","Length","GI#","First Version"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 2","374","124365251","8"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 2","374","124365253","8"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 2","316","261824817","11"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 2","374","268037674","11"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 2","374","270315180","11"
"Hevea brasiliensis","Para rubber tree","Hev b 3","Contact","Hevea Hev b 3","204","14423933","7"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 4","366","46410859","7"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 5","151","7387766","8"
"Hevea brasiliensis","Para rubber tree","Hev b 6","Contact","Hevea Hev b 6","204","123062","7"
"Hevea brasiliensis","Para rubber tree","Hev b 6","Contact","Hevea Hev b 6","187","2832430","7"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 6","43","73535415","7"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 6","204","158342650","9"
"Hevea brasiliensis","Para rubber tree","Hev b 7.01","Contact","Hevea Hev b 7","388","1916805","7"
"Hevea brasiliensis","Para rubber tree","Hev b 7.02","Contact","Hevea Hev b 7","388","3087805","7"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 7","388","3288200","7"
"Hevea brasiliensis","Para rubber tree","Hev b 7","Contact","Hevea Hev b 7","388","6707018","7"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 7","387","41581137","7"
"Hevea brasiliensis","Para rubber tree","Hev b 8","Contact","Hevea Hev b 8","131","3183706","7"
"Hevea brasiliensis","Para rubber tree","Hev b 8","Contact","Hevea Hev b 8","131","11513601","7"
"Hevea brasiliensis","Para rubber tree","Hev b 8.0204","Contact","Hevea Hev b 8","131","14423856","7"
"Hevea brasiliensis","Para rubber tree","Hev b 8.0203","Contact","Hevea Hev b 8","131","14423858","7"
"Hevea brasiliensis","Para rubber tree","Hev b 8.0202","Contact","Hevea Hev b 8","131","14423859","7"
"Hevea brasiliensis","Para rubber tree","Hev b 8.0201","Contact","Hevea Hev b 8","131","14423860","7"
"Hevea brasiliensis","Para rubber tree","Hev b 8.0102","Contact","Hevea Hev b 8","131","14423868","7"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 9","445","14423687","9"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 9","445","14423688","9"
"Hevea brasiliensis subsp. brasiliensis","Para rubber tree","Hev b 11","Contact","Hevea Hev b 11","295","27526732","7"
"Anisakis simplex","Parasitic fish worm","Ani s 1","Worm (parasite)","Anisakis Ani s 1 protease inhibitor","194","47605452","7"
"Anisakis simplex","Parasitic fish worm","Unassigned","Food Animal","Anisakis Ani s 11","307","323575361","12"
"Anisakis simplex","Parasitic fish worm","Unassigned","Food Animal","Anisakis Ani s 11","160","323575363","12"
"Anisakis simplex","Parasitic fish worm","Unassigned","Food Animal","Anisakis Ani s 11","287","323575365","12"
"Anisakis simplex","Parasitic fish worm","Unassigned","Food Animal","Anisakis Ani s 12","295","323575367","12"
"Anisakis simplex","Parasitic fish worm","Ani s 2","Worm (parasite)","Anisakis Ani s 2 paramyosin","473","8453086","7"
"Anisakis simplex","Parasitic fish worm","Unassigned","Worm (parasite)","Anisakis Ani s 2 paramyosin","869","42559536","9"
"Anisakis simplex","Parasitic fish worm","Ani s 4","Worm (parasite)","Anisakis Ani s 4","14","47605398","7"
"Anisakis simplex","Parasitic fish worm","Unassigned","Worm (parasite)","Anisakis Ani s 4","115","110346534","8"
"Anisakis simplex","Parasitic fish worm","Unassigned","Worm (parasite)","Anisakis Ani s 5 SXP/RAL-2 family protein","152","121308878","8"
"Anisakis simplex","Parasitic fish worm","Unassigned","Worm (parasite)","Anisakis Ani s 7 UA3-recognized allergen","1096","119524036","9"
"Anisakis simplex","Parasitic fish worm","Unassigned","Worm (parasite)","Anisakis Ani s 8 SXP/RAL-2 family protein 2","150","155676636","9"
"Anisakis simplex","Parasitic fish worm","Unassigned","Worm (parasite)","Anisakis Ani s 8 SXP/RAL-2 family protein 2","150","155676682","9"
"Anisakis simplex","Parasitic fish worm","Unassigned","Worm (parasite)","Anisakis Ani s 8 SXP/RAL-2 family protein 2","150","155676684","9"
"Anisakis simplex","Parasitic fish worm","Unassigned","Worm (parasite)","Anisakis Ani s 8 SXP/RAL-2 family protein 2","150","155676686","9"
"Anisakis simplex","Parasitic fish worm","Unassigned","Worm (parasite)","Anisakis Ani s 8 SXP/RAL-2 family protein 2","150","155676688","9"
"Anisakis simplex","Parasitic fish worm","Unassigned","Worm (parasite)","Anisakis Ani s 8 SXP/RAL-2 family protein 2","150","155676690","9"
"Anisakis simplex","Parasitic fish worm","Unassigned","Worm (parasite)","Anisakis Ani s 8 SXP/RAL-2 family protein 2","150","155676692","9"
"Anisakis simplex","Parasitic fish worm","Unassigned","Worm (parasite)","Anisakis Ani s 8 SXP/RAL-2 family protein 2","150","155676694","9"
"Anisakis simplex","Parasitic fish worm","Unassigned","Worm (parasite)","Anisakis Ani s 8 SXP/RAL-2 family protein 2","150","155676696","9"
"Anisakis simplex","Parasitic fish worm","Unassigned","Worm (parasite)","Anisakis Ani s 8 SXP/RAL-2 family protein 2","150","155676698","9"
"Anisakis simplex","Parasitic fish worm","Unassigned","Worm (parasite)","Anisakis Ani s 9","147","157418806","9"
"Anisakis simplex","Parasitic fish worm","Unassigned","Worm (parasite)","Anisakis simplex troponin-like","161","6065738","7"
"Onchocerca volvulus","Parasitic nematode","Unassigned","Worm (parasite)","Onchocerca tropomyosin","284","42559586","12"
"Ascaris lumbricoides","Parasitic roundworm","Unassigned","Worm (parasite)","Ascaris Asc s 1","134","2735096","7"
"Ascaris lumbricoides","Parasitic roundworm","Unassigned","Worm (parasite)","Ascaris Asc s 1","134","2735098","7"
"Ascaris lumbricoides","Parasitic roundworm","Unassigned","Worm (parasite)","Ascaris Asc s 1","133","2735102","7"
"Ascaris lumbricoides","Parasitic roundworm","Unassigned","Worm (parasite)","Ascaris Asc s 1","133","2735106","7"
"Ascaris lumbricoides","Parasitic roundworm","Unassigned","Worm (parasite)","Ascaris Asc s 1","267","2735108","7"
"Ascaris lumbricoides","Parasitic roundworm","Unassigned","Worm (parasite)","Ascaris Asc s 1","267","2735110","7"
"Ascaris lumbricoides","Parasitic roundworm","Unassigned","Worm (parasite)","Ascaris Asc s 1","267","2735112","7"
"Ascaris lumbricoides","Parasitic roundworm","Unassigned","Worm (parasite)","Ascaris Asc s 1","134","2735114","7"
"Ascaris lumbricoides","Parasitic roundworm","Unassigned","Worm (parasite)","Ascaris Asc s 1","134","2735118","7"
"Ascaris lumbricoides","Parasitic roundworm","Unassigned","Worm (parasite)","Ascaris Asc s 1","134","2735100","7"
"Ascaris lumbricoides","Parasitic roundworm","Unassigned","Worm (parasite)","Ascaris Asc s 1","133","2735104","11"
"Ascaris lumbricoides","Parasitic roundworm","Unassigned","Worm (parasite)","Ascaris tropomyosin","287","224016002","10"
"Ascaris suum","Parasitic roundworm","Asc s 1","Worm (parasite)","Ascaris Asc s 1","68","299550","7"
"Ascaris suum","Parasitic roundworm","Asc s 1","Worm (parasite)","Ascaris Asc s 1","1365","77416849","7"
"Ascaris suum","Parasitic roundworm","Unassigned","Worm (parasite)","Ascaris Asc s 1","134","343197079","12"
"Pisum sativum","Pea","Pis s 1","Food Plant","Pisum Pis s 1","415","42414629","7"
"Pisum sativum","Pea","Pis s 1","Food Plant","Pisum Pis s 1","415","42414627","7"
"Prunus persica","Peach","Unassigned","Food Plant","Prunus PRP (Bet v 1 family)","160","82492265","7"
"Prunus persica","Peach","Pru p 3","Food Plant","Prunus Pru 3","91","3287877","7"
"Prunus persica","Peach","Pru p 3","Food Plant","Prunus Pru 3","92","83754241","7"
"Prunus persica","Peach","Unassigned","Food Plant","Prunus Pru 3","117","54793477","7"
"Prunus persica","Peach","Unassigned","Food Plant","Prunus Pru 3","117","313575718","12"
"Prunus persica","Peach","Pru p 4.01","Food Plant","Prunus Pru 4 Profilin","131","27528310","7"
"Prunus persica","Peach","Pru p 4.02","Food Plant","Prunus Pru 4 Profilin","131","27528312","7"
"Arachis hypogaea","Peanut","Unassigned","Food Plant","Arachis Agglutinin (lectin)","273","253289","7"
"Arachis hypogaea","Peanut","Ara h 1","Food Plant","Arachis Ara h 1","614","1168390","7"
"Arachis hypogaea","Peanut","Ara h 1","Food Plant","Arachis Ara h 1","626","1168391","7"
"Arachis hypogaea","Peanut","Unassigned","Food Plant","Arachis Ara h 1","299","46560474","7"
"Arachis hypogaea","Peanut","Unassigned","Food Plant","Arachis Ara h 1","303","46560472","7"
"Arachis hypogaea","Peanut","Unassigned","Food Plant","Arachis Ara h 1","428","46560476","7"
"Arachis hypogaea","Peanut","Unassigned","Food Plant","Arachis Ara h 1","619","312233063","12"
"Arachis hypogaea","Peanut","Ara h 2.02","Food Plant","Arachis Ara h 2","172","26245447","7"
"Arachis hypogaea","Peanut","Ara h 2","Food Plant","Arachis Ara h 2","169","31322017","7"
"Arachis hypogaea","Peanut","Unassigned","Food Plant","Arachis Ara h 2","156","15418705","10"
"Arachis hypogaea","Peanut","Unassigned","Food Plant","Arachis Ara h 2","158","224747150","10"
"Arachis hypogaea","Peanut","Ara h 5","Food Plant","Arachis Ara h 5","131","5902968","7"
"Arachis hypogaea","Peanut","Unassigned","Food Plant","Arachis Ara h 5","131","284810529","11"
"Arachis hypogaea","Peanut","Ara h 6","Food Plant","Arachis Ara h 6","129","5923742","7"
"Arachis hypogaea","Peanut","Unassigned","Food Plant","Arachis Ara h 6","144","17225991","7"
"Arachis hypogaea","Peanut","Unassigned","Food Plant","Arachis Ara h 6","127","159163254","9"
"Arachis hypogaea","Peanut","Unassigned","Food Plant","Arachis Ara h 6","145","75114094","10"
"Arachis hypogaea","Peanut","Ara h 7","Food Plant","Arachis Ara h 7","160","5931948","7"
"Arachis hypogaea","Peanut","Unassigned","Food Plant","Arachis Ara h 7","164","158121995","10"
"Arachis hypogaea","Peanut","Ara h 8","Food Plant","Arachis Ara h 8","157","37499626","7"
"Arachis hypogaea","Peanut","Unassigned","Food Plant","Arachis Ara h 8","153","145904610","9"
"Arachis hypogaea","Peanut","Unassigned","Food Plant","Arachis Ara h 8","157","169786740","9"
"Arachis hypogaea","Peanut","Unassigned","Food Plant","Arachis Ara h 8","157","110676574","12"
"Arachis hypogaea","Peanut","Unassigned","Food Plant","Arachis Ara h 9  LTP isoallergens","116","161087230","10"
"Arachis hypogaea","Peanut","Unassigned","Food Plant","Arachis Ara h 9  LTP isoallergens","92","161610580","10"
"Arachis hypogaea","Peanut","Ara h 3","Food Plant","Arachis Glycinin (Ara h 3/Ara h 4)","507","3703107","7"
"Arachis hypogaea","Peanut","Ara h 4","Food Plant","Arachis Glycinin (Ara h 3/Ara h 4)","530","5712199","7"
"Arachis hypogaea","Peanut","Unassigned","Food Plant","Arachis Glycinin (Ara h 3/Ara h 4)","538","21314465","7"
"Arachis hypogaea","Peanut","Unassigned","Food Plant","Arachis Glycinin (Ara h 3/Ara h 4)","219","22135348","7"
"Arachis hypogaea","Peanut","Unassigned","Food Plant","Arachis Glycinin (Ara h 3/Ara h 4)","512","112380623","8"
"Arachis hypogaea","Peanut","Unassigned","Food Plant","Arachis Glycinin (Ara h 3/Ara h 4)","530","199732457","10"
"Arachis hypogaea","Peanut","Unassigned","Food Plant","Arachis Glycinin (Ara h 3/Ara h 4)","510","224036293","10"
"Arachis hypogaea","Peanut","Unassigned","Food Plant","Arachis Glycinin (Ara h 3/Ara h 4)","512","312233065","12"
"Pyrus communis","Pear","Pyr c 1","Food Plant","Pyrus Pyr c 1","159","3044216","7"
"Pyrus communis","Pear","Pyr c 4","Food Plant","Pyrus Pyr c 4","131","4761580","7"
"Pyrus communis","Pear","Pyr c 5","Food Plant","Pyrus Pyr c 5","308","3243234","7"
"Lolium perenne","Perennial ryegrass","Lol p 1","Aero Plant","Lolium Lol p 1","263","126385","7"
"Lolium perenne","Perennial ryegrass","Lol p 1","Aero Plant","Lolium Lol p 1","252","168314","7"
"Lolium perenne","Perennial ryegrass","Lol p 1","Aero Plant","Lolium Lol p 1","263","75274600","7"
"Lolium perenne","Perennial ryegrass","Unassigned","Aero Plant","Lolium Lol p 1","263","168316","10"
"Lolium perenne","Perennial ryegrass","Lol p 11","Aero Plant","Lolium Lol p 11","134","47605808","7"
"Lolium perenne","Perennial ryegrass","Lol p 2","Aero Plant","Lolium Lol p 2","97","126386","7"
"Lolium perenne","Perennial ryegrass","Lol p 2","Aero Plant","Lolium Lol p 2","88","939932","7"
"Lolium perenne","Perennial ryegrass","Lol p 3","Aero Plant","Lolium Lol p 3","97","126387","7"
"Lolium perenne","Perennial ryegrass","Unassigned","Aero Plant","Lolium Lol p 4","423","55859464","7"
"Lolium perenne","Perennial ryegrass","Lol p 5.0101","Aero Plant","Lolium Lol p 5 *ver 10","339","2498582","7"
"Lolium perenne","Perennial ryegrass","Lol p 5","Aero Plant","Lolium Lol p 5 *ver 10","301","4416516","7"
"Lolium perenne","Perennial ryegrass","Lol p 5","Aero Plant","Lolium Lol p 5 *ver 10","301","6634467","7"
"Lolium perenne","Perennial ryegrass","Unassigned","Aero Plant","Lolium Lol p 5 *ver 10","307","332278195","12"
"Sus scrofa","Pig","Unassigned","Aero Animal","Sus Porcine Pepsin","385","118572685","11"
"Chenopodium album","Pigweed","Unassigned","Aero Plant","Chenopodium Che a 1","168","47605504","9"
"Chenopodium album","Pigweed","Che a 2","Aero Plant","Chenopodium Che a 2","131","29465666","7"
"Chenopodium album","Pigweed","Unassigned","Aero Plant","Chenopodium Che a 2","133","238886048","11"
"Chenopodium album","Pigweed","Che a 3","Aero Plant","Chenopodium Che a 3","86","29465668","7"
"Thaumetopoea pityocampa","Pine moth","Unassigned","Contact","Thaumetopoea Tha p 1","126","301030229","12"
"Ananas comosus","Pineapple","Unassigned","Aero Plant","Ananas Ana c 2 Bromelain precursor","351","75277440","7"
"Ananas comosus","Pineapple","Unassigned","Food Plant","Ananas profilin","131","75306610","10"
"Prunus domestica","Plum","Pru d 3","Food Plant","Prunus Pru 3","91","9297015","7"
"Solanum tuberosum","Potato","Unassigned","Food Plant","Solanum profilin-like","131","77416979","7"
"Solanum tuberosum","Potato","Unassigned","Food Plant","Solanum profilin-like","131","77999277","7"
"Solanum tuberosum","Potato","Unassigned","Food Plant","Solanum Sola t 1","386","21510","7"
"Solanum tuberosum","Potato","Unassigned","Food Plant","Solanum Sola t 1","386","21512","7"
"Solanum tuberosum","Potato","Unassigned","Food Plant","Solanum Sola t 1","386","21514","7"
"Solanum tuberosum","Potato","Unassigned","Food Plant","Solanum Sola t 1","386","169500","7"
"Solanum tuberosum","Potato","Sola t 1","Food Plant","Solanum Sola t 1","386","158517845","9"
"Solanum tuberosum","Potato","Sola t 2","Food Plant","Solanum Sola t 2","188","124148","7"
"Solanum tuberosum","Potato","Sola t 3","Food Plant","Solanum Sola t 3","222","20141344","7"
"Solanum tuberosum","Potato","Unassigned","Food Plant","Solanum Sola t 4","217","21413","7"
"Solanum tuberosum","Potato","Sola t 4","Food Plant","Solanum Sola t 4","221","20141714","7"
"Ligustrum vulgare","Privet","Lig v 1.0102","Aero Plant","Ligustrum Lig v 1","145","3256212","7"
"Ligustrum vulgare","Privet","Unassigned","Aero Plant","Ligustrum Lig v 1","145","14423737","8"
"Brassica napus","Rape","Bra n 1","Food Plant","Bra n 1","125","75107016","9"
"Brassica napus","Rape","Unassigned","Aero Plant","Brassica Calcim binding protein Group I","79","59800143","7"
"Brassica napus","Rape","Unassigned","Food Plant","Brassica napus 2S albumin","109","26985163","7"
"Brassica napus","Rape","Unassigned","Aero Plant","Brassica Polcalcin Group II","83","2129801","7"
"Brassica napus","Rape","Unassigned","Aero Plant","Brassica Polcalcin Group II","83","2129802","7"
"Brassica napus","Rape","Unassigned","Aero Plant","Brassica Polcalcin Group II","83","59800145","7"
"Rattus norvegicus","Rat","Rat n 1","Aero Animal","Rattus Rat n 1","181","127533","7"
"Rattus norvegicus","Rat","Rat n 1","Aero Animal","Rattus Rat n 1","181","81890324","7"
"Rattus norvegicus","Rat","Unassigned","Aero Animal","Rattus Rat n 1","181","109474987","8"
"Juniperus virginiana","Red cedar","Unassigned","Aero Plant","Juniperus Jun a 3","110","51316532","7"
"Juniperus virginiana","Red cedar","Jun v 1","Aero Plant","Juniperus Jun a/v 1","367","8843917","7"
"Juniperus virginiana","Red cedar","Jun v 1","Aero Plant","Juniperus Jun a/v 1","367","8843921","7"
"Solenopsis invicta","Red fire ant","Unassigned","Venom or Salivary","Solenopsis Sol i 1","58","1336809","7"
"Solenopsis invicta","Red fire ant","Unassigned","Venom or Salivary","Solenopsis Sol i 1","25","1336811","7"
"Solenopsis invicta","Red fire ant","Unassigned","Venom or Salivary","Solenopsis Sol i 1","26","1336812","7"
"Solenopsis invicta","Red fire ant","Unassigned","Venom or Salivary","Solenopsis Sol i 1","26","1336813","7"
"Solenopsis invicta","Red fire ant","Unassigned","Venom or Salivary","Solenopsis Sol i 1","346","51093373","7"
"Solenopsis invicta","Red fire ant","Sol i 2","Venom or Salivary","Solenopsis Sol i and Sol r Venom allergen II","138","549179","7"
"Solenopsis invicta","Red fire ant","Sol i 3","Venom or Salivary","Solenopsis Venom allergen III","234","14424466","7"
"Solenopsis invicta","Red fire ant","Sol i 4","Venom or Salivary","Solenopsis Venom allergen IV","137","4038411","7"
"Solenopsis invicta","Red fire ant","Sol i 4","Venom or Salivary","Solenopsis Venom allergen IV","137","14424465","7"
"Oryza sativa","Rice","Unassigned","Food Plant","Oryza Glyoxalase I","291","84029333","7"
"Oryza sativa","Rice","Ory s 1","Aero Plant","Oryza Ory s 1","263","1173557","8"
"Oryza sativa","Rice","Unassigned","Aero Plant","Oryza Ory s 1","267","8118439","7"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Glyoxalase I","291","16580747","7"
"Oryza sativa (japonica cultivar-group)","Rice","Ory s 1","Aero Plant","Oryza Ory s 1","267","109913547","8"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor UNCERTAIN","157","23616954","8"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor UNCERTAIN","165","218193","7"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor UNCERTAIN","157","218197","7"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor UNCERTAIN","111","1304216","7"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor UNCERTAIN","109","1304217","7"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor UNCERTAIN","113","1304218","7"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor UNCERTAIN","166","1398913","7"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor UNCERTAIN","160","1398915","7"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor UNCERTAIN","157","1398916","7"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor UNCERTAIN","160","1398918","7"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor UNCERTAIN","157","2827316","7"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor UNCERTAIN","166","114152865","8"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor UNCERTAIN","163","114152864","8"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor UNCERTAIN","160","23495787","8"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor UNCERTAIN","160","23616947","7"
"Secale cereale","Rye","Unassigned","Aero Plant","Secale 30K pollen grp 5","16","75140047","7"
"Secale cereale","Rye","Unassigned","Food Plant","Secale 30K pollen grp 5","292","332205751","12"
"Secale cereale","Rye","Sec c 1","Aero Plant","Secale sec c 1","26","75198875","7"
"Secale cereale","Rye","Unassigned","Aero Plant","Secale Sec c 4","520","55859456","7"
"Secale cereale","Rye","Unassigned","Aero Plant","Secale Sec c 4","518","55859454","7"
"Crocus sativus","Saffron crocus","Unassigned","Aero Plant","Crocus profilin Cro s 2","131","58700651","7"
"Salmo salar","Salmon","Sal s 1","Food Animal","Salmo Sal s 1","109","2493445","7"
"Salmo salar","Salmon","Sal s 1","Food Animal","Salmo Sal s 1","108","18281421","7"
"Salmo salar","Salmon","Unassigned","Food Animal","Salmo Sal s 1","109","209734468","10"
"Sarcoptes scabiei type hominis","Scabies mite","Unassigned","Venom or Salivary","Sarcoptes Apolipoprotein Ssag1.2","330","27462848","7"
"Sarcoptes scabiei type hominis","Scabies mite","Unassigned","Venom or Salivary","Sarcoptes cysteine protease CO8","340","46406002","7"
"Sarcoptes scabiei type hominis","Scabies mite","Unassigned","Venom or Salivary","Sarcoptes cysteine proteases FO4","338","46406012","7"
"Sarcoptes scabiei type hominis","Scabies mite","Unassigned","Venom or Salivary","Sarcoptes cysteine proteases FO4","339","46406014","7"
"Sarcoptes scabiei type hominis","Scabies mite","Unassigned","Venom or Salivary","Sarcoptes cysteine proteases FO4","273","46406016","7"
"Sarcoptes scabiei type hominis","Scabies mite","Unassigned","Venom or Salivary","Sarcoptes Glutathione S-transferase Mu","219","27462836","7"
"Sarcoptes scabiei type hominis","Scabies mite","Unassigned","Venom or Salivary","Sarcoptes Glutathione S-transferase Mu","219","60920770","7"
"Schistosoma japonicum","Schistosoma","Unassigned","Protozoan","Schistosoma Putative profilin","129","29841461","7"
"Schistosoma japonicum","Schistosoma","Unassigned","Protozoan","Schistosoma tegumental antigen","191","2739154","7"
"Sesamum indicum","Sesame","Ses i 1","Food Plant","Sesamum Ses i 1","153","13183175","7"
"Sesamum indicum","Sesame","Unassigned","Food Plant","Sesamum Ses i 1","153","209165427","10"
"Sesamum indicum","Sesame","Ses i 2","Food Plant","Sesamum Ses i 2","148","5381323","7"
"Sesamum indicum","Sesame","Ses i 3","Food Plant","Sesamum Ses i 3","585","13183177","7"
"Sesamum indicum","Sesame","Unassigned","Food Plant","Sesamum Ses i 5","145","198250343","10"
"Sesamum indicum","Sesame","Unassigned","Food Plant","Sesamum Ses i 5","145","75315271","10"
"Coprinus comatus","Shaggy mane","Cop c 1","Food Fungi","Coprinus Cop c 1","81","4538529","7"
"Ambrosia artemisiifolia","Short ragweed","Amb a 1.1","Aero Plant","Ambrosia Amb a 1","396","113475","7"
"Ambrosia artemisiifolia","Short ragweed","Amb a 1.2","Aero Plant","Ambrosia Amb a 1","398","113476","7"
"Ambrosia artemisiifolia","Short ragweed","Amb a 1.3","Aero Plant","Ambrosia Amb a 1","397","113477","7"
"Ambrosia artemisiifolia","Short ragweed","Amb a 1.4","Aero Plant","Ambrosia Amb a 1","392","113478","7"
"Ambrosia artemisiifolia","Short ragweed","Amb a 1.3","Aero Plant","Ambrosia Amb a 1","397","166443","7"
"Ambrosia artemisiifolia","Short ragweed","Unassigned","Aero Plant","Ambrosia Amb a 1","396","302127810","12"
"Ambrosia artemisiifolia","Short ragweed","Unassigned","Aero Plant","Ambrosia Amb a 1","398","302127812","12"
"Ambrosia artemisiifolia","Short ragweed","Unassigned","Aero Plant","Ambrosia Amb a 1","397","302127814","12"
"Ambrosia artemisiifolia","Short ragweed","Unassigned","Aero Plant","Ambrosia Amb a 1","397","302127816","12"
"Ambrosia artemisiifolia","Short ragweed","Unassigned","Aero Plant","Ambrosia Amb a 1","397","302127818","12"
"Ambrosia artemisiifolia","Short ragweed","Unassigned","Aero Plant","Ambrosia Amb a 1","397","302127820","12"
"Ambrosia artemisiifolia","Short ragweed","Unassigned","Aero Plant","Ambrosia Amb a 1","397","302127822","12"
"Ambrosia artemisiifolia","Short ragweed","Unassigned","Aero Plant","Ambrosia Amb a 1","387","302127824","12"
"Ambrosia artemisiifolia","Short ragweed","Unassigned","Aero Plant","Ambrosia Amb a 1","397","302127826","12"
"Ambrosia artemisiifolia","Short ragweed","Unassigned","Aero Plant","Ambrosia Amb a 1","397","302127828","12"
"Ambrosia artemisiifolia","Short ragweed","Amb a 2","Aero Plant","Ambrosia Amb a 2","397","113479","7"
"Ambrosia artemisiifolia","Short ragweed","Unassigned","Aero Plant","Ambrosia Amb a 4","164","285005079","11"
"Ambrosia artemisiifolia","Short ragweed","Unassigned","Aero Plant","Ambrosia Amb a 4","164","291197394","12"
"Ambrosia artemisiifolia","Short ragweed","Unassigned","Aero Plant","Ambrosia Amb a 4","111","291482306","12"
"Ambrosia artemisiifolia","Short ragweed","Unassigned","Aero Plant","Ambrosia Amb a 4","140","291482308","12"
"Ambrosia artemisiifolia","Short ragweed","Unassigned","Aero Plant","Ambrosia Amb a 4","134","291482310","12"
"Ambrosia artemisiifolia","Short ragweed","Unassigned","Aero Plant","Ambrosia Amb a 4","96","291482314","12"
"Ambrosia artemisiifolia","Short ragweed","Unassigned","Aero Plant","Ambrosia Amb a 4","110","291482316","12"
"Ambrosia artemisiifolia","Short ragweed","Unassigned","Aero Plant","Ambrosia Amb a 4","116","291482318","12"
"Ambrosia artemisiifolia","Short ragweed","Amb a 6","Aero Plant","Ambrosia Amb a 6","118","14285595","7"
"Ambrosia artemisiifolia","Short ragweed","Unassigned","Aero Plant","Ambrosia Amb a 8 profilin","133","34851182","7"
"Ambrosia artemisiifolia","Short ragweed","Unassigned","Aero Plant","Ambrosia Amb a 8 profilin","131","34851180","7"
"Ambrosia artemisiifolia","Short ragweed","Unassigned","Aero Plant","Ambrosia Amb a 8 profilin","131","34851178","7"
"Ambrosia artemisiifolia","Short ragweed","Unassigned","Aero Plant","Ambrosia Amb a 8 profilin","133","62249502","7"
"Ambrosia artemisiifolia","Short ragweed","Unassigned","Aero Plant","Ambrosia Amb a 8 profilin","133","62249512","7"
"Ambrosia artemisiifolia (elatior)","Short ragweed","Amb a 3","Aero Plant","Ambrosia Amb a 3","101","416636","7"
"Ambrosia artemisiifolia (elatior)","Short ragweed","Amb a 5","Aero Plant","Ambrosia Amb a 5","45","114090","7"
"Bombyx mori","Silkworm","Unassigned","Food insect","Bombyx arginine kinase","355","204324083","10"
"Lepisma saccharina","Silverfish","Lep s 1","Aero Insect","Lepisma Tropomyosin","284","20387027","7"
"Lepisma saccharina","Silverfish","Unassigned","Aero Insect","Lepisma Tropomyosin","243","20387029","7"
"Periplaneta fuliginosa","Smokybrown cockroach","Unassigned","Aero Insect","Periplaneta Per 7","284","19310971","7"
"Chionoecetes opilio","Snow Crab","Unassigned","Food Animal","Chionoecetes tropomyosin","284","308191588","12"
"Glycine max","Soybean","Unassigned","Food Plant","Gly m 5 Glycine Beta-conglycinin","605","18536","7"
"Glycine max","Soybean","Unassigned","Food Plant","Gly m 5 Glycine Beta-conglycinin","218","169927","7"
